,invoice_id,company_reg_number,invoice_date,invoice_amount,end_date,disputed,paper_or_electronic
7101,66087,20000097,17/11,418.0,8/1,0,p
7105,16214,20000097,7/11,449.0,24/1,0,e
7106,62749,20000097,9/12,376.0,28/2,0,e
7115,2878,20000097,22/11,383.0,11/1,0,e
7128,11146,20000097,18/11,470.0,11/2,0,e
7151,22703,20000098,2/11,31.0,26/2,0,e
7158,45020,20000098,27/11,36.0,11/1,0,e
7159,40301,20000098,14/11,49.0,21/1,0,e
7161,10072,20000098,9/11,38.0,9/2,0,p
7192,5647,20000099,1/11,174.0,11/1,0,p
7194,71308,20000099,7/11,169.0,11/2,0,e
7198,26837,20000099,9/11,101.0,11/2,0,e
7204,16882,20000099,18/12,167.0,24/2,0,e
7209,15422,20000099,6/12,174.0,1/2,0,p
7215,7943,20000099,10/12,156.0,12/3,0,e
7216,51794,20000099,2/12,166.0,9/2,0,e
7218,51590,20000099,26/11,156.0,16/1,0,e
7225,3556,20000099,3/11,133.0,26/2,0,e
7236,58168,20000099,11/11,159.0,17/2,0,e
7249,41234,20000099,25/11,143.0,16/1,0,e
7259,64305,20000099,14/12,128.0,26/3,0,e
7262,29633,20000099,27/11,150.0,25/1,0,e
7263,54533,20000099,7/12,200.0,28/2,0,e
7265,3563,20000099,18/12,124.0,15/2,0,e
7276,53856,20000100,9/12,258.0,21/2,0,e
7285,4558,20000100,4/11,315.0,20/1,0,p
7289,49814,20000100,11/12,397.0,26/3,0,e
7296,8591,20000100,19/11,249.0,1/1,0,p
7302,56834,20000100,25/11,294.0,11/2,0,e
7305,46322,20000100,4/12,271.0,8/2,0,e
7306,53682,20000100,24/11,331.0,14/1,0,e
7310,11771,20000100,3/11,242.0,28/1,0,e
7312,78553,20000100,28/11,326.0,24/1,0,e
7314,56401,20000100,16/12,276.0,2/2,0,e
7321,27346,20000100,6/12,330.0,17/2,1,e
7323,51565,20000100,8/12,332.0,26/3,0,p
7332,55361,20000100,27/11,309.0,5/1,0,e
7333,5148,20000100,6/12,291.0,27/2,0,e
7339,46416,20000100,27/10,307.0,2/1,0,p
7346,28417,20000100,9/11,322.0,15/1,0,e
7362,63001,20000100,9/11,366.0,13/1,0,e
7363,1015,20000100,6/11,309.0,26/2,0,e
7365,20316,20000100,9/11,308.0,28/1,0,e
7373,38942,20000100,18/11,345.0,21/1,1,e
7376,60553,20000100,6/12,262.0,7/3,0,p
7383,18722,20000100,11/12,392.0,15/2,0,p
7387,48002,20000100,27/11,296.0,27/2,0,p
7388,58791,20000100,13/11,253.0,8/2,0,e
7389,42133,20000100,19/11,408.0,27/1,0,p
7394,57793,20000100,2/11,294.0,21/2,0,p
7408,34445,20000102,17/11,73.0,12/2,0,e
7409,52086,20000102,8/11,54.0,13/2,0,e
7410,76623,20000102,8/11,73.0,15/1,0,e
7412,49977,20000102,9/11,68.0,26/1,0,e
7421,20615,20000102,9/11,51.0,26/2,0,p
7422,3105,20000102,28/11,65.0,21/2,0,e
7425,19150,20000102,2/11,75.0,14/1,0,e
7435,22979,20000102,2/12,66.0,26/1,0,e
7437,22914,20000102,24/12,58.0,27/3,0,e
7438,75131,20000102,5/10,46.0,26/1,0,e
7442,49162,20000102,11/11,66.0,17/2,0,e
7449,8162,20000102,23/11,52.0,13/1,0,e
7450,10900,20000102,24/11,76.0,4/1,0,e
7457,23531,20000102,16/11,61.0,7/1,0,e
7463,45090,20000102,19/12,64.0,28/2,0,p
7466,35426,20000102,17/11,60.0,26/1,0,e
7468,37392,20000102,4/11,56.0,11/2,0,e
7475,76837,20000102,10/12,45.0,26/3,0,e
7486,38334,20000102,14/11,38.0,18/2,0,e
7489,14183,20000103,6/11,69.0,20/1,0,e
7492,76227,20000103,2/12,103.0,14/3,0,e
7494,71666,20000103,2/11,88.0,28/1,0,e
7498,62465,20000103,27/12,78.0,10/2,0,p
7502,7038,20000103,17/12,84.0,11/2,0,e
7512,5764,20000103,8/12,95.0,26/2,0,e
7515,35571,20000103,28/12,100.0,17/1,0,e
7520,70531,20000103,14/11,68.0,27/2,0,e
7525,5919,20000103,19/11,70.0,27/1,0,e
7529,78058,20000103,9/11,95.0,26/1,0,e
7535,38601,20000103,22/11,76.0,26/2,0,e
7544,47186,20000103,4/11,72.0,26/1,0,e
7545,3226,20000103,7/12,103.0,11/3,1,e
7555,54507,20000103,18/11,99.0,20/1,0,e
7556,78718,20000103,28/12,72.0,26/3,0,e
7557,63823,20000103,11/11,121.0,14/1,0,e
7559,72136,20000103,26/12,106.0,24/2,0,e
7564,20139,20000103,14/11,110.0,15/2,0,e
7568,40557,20000103,17/11,96.0,16/1,0,e
7572,55229,20000104,17/12,656.0,16/2,0,p
7578,36490,20000104,9/12,720.0,25/3,1,e
7590,76667,20000104,14/10,481.0,6/1,0,e
7595,28829,20000104,10/11,584.0,11/1,0,p
7597,66050,20000104,3/11,581.0,5/1,0,p
7599,49658,20000104,28/11,641.0,3/2,0,e
7603,13508,20000104,8/11,684.0,24/1,0,e
7605,14483,20000104,8/12,608.0,24/2,0,p
7620,9594,20000104,18/12,634.0,7/2,0,e
7622,19261,20000104,5/12,725.0,10/3,0,e
7625,70632,20000104,9/11,645.0,16/1,0,p
7626,68602,20000104,25/11,768.0,24/1,0,p
7638,57863,20000104,20/11,611.0,2/1,0,e
7642,7362,20000104,27/11,772.0,12/1,0,e
7643,78838,20000104,17/12,752.0,28/3,0,e
7646,21869,20000104,28/12,765.0,1/2,0,p
7651,7025,20000104,18/11,811.0,15/1,0,p
7655,74548,20000105,28/11,93.0,28/1,0,e
7658,59218,20000105,12/11,64.0,18/1,0,p
7662,47861,20000105,8/10,77.0,15/1,0,e
7667,24313,20000105,7/11,90.0,11/1,0,e
7669,19037,20000105,9/11,94.0,10/2,0,e
7670,16646,20000105,14/12,74.0,24/2,0,p
7673,44851,20000105,9/11,96.0,16/2,0,e
7678,26860,20000105,28/12,74.0,24/2,0,e
7681,41744,20000105,3/12,77.0,21/2,0,p
7688,37079,20000105,4/12,117.0,5/3,0,e
7706,13536,20000105,10/11,88.0,9/1,0,e
7710,14486,20000105,4/11,86.0,28/2,0,e
7715,50652,20000105,6/11,87.0,18/2,0,e
7730,35234,20000107,8/11,99.0,18/2,0,e
7732,42418,20000107,7/11,87.0,17/1,0,p
7736,75663,20000107,16/11,95.0,1/1,0,p
7738,1035,20000107,3/11,86.0,16/2,0,e
7745,109,20000107,9/12,81.0,18/2,0,e
7746,41725,20000107,14/11,89.0,26/1,0,e
7759,16136,20000107,18/11,73.0,21/1,0,p
7762,27574,20000107,25/12,97.0,16/2,0,p
7775,34486,20000107,21/11,106.0,21/2,0,e
7785,39122,20000107,11/11,70.0,24/2,0,e
7793,76170,20000107,28/11,120.0,12/2,0,p
7795,48190,20000107,6/12,68.0,26/1,0,e
7797,38056,20000107,7/11,119.0,26/1,0,p
7802,48141,20000107,6/12,111.0,12/2,0,e
7804,15804,20000107,6/10,87.0,11/1,0,e
7806,55381,20000107,10/12,87.0,18/2,0,p
7807,13858,20000107,4/12,76.0,18/1,0,e
7822,47896,20000108,16/11,105.0,26/2,0,e
7841,49153,20000108,18/11,133.0,26/1,0,e
7842,28621,20000108,27/11,112.0,28/2,0,e
7863,65319,20000108,23/12,118.0,10/2,0,e
7871,18656,20000108,11/11,152.0,10/1,0,e
7875,75617,20000108,17/11,169.0,12/2,1,p
7884,70370,20000108,16/12,151.0,4/2,0,e
7890,1375,20000108,23/12,107.0,21/3,0,e
7892,30360,20000109,18/11,556.0,26/2,0,e
7907,3046,20000109,6/12,535.0,13/2,0,e
7908,70510,20000109,24/11,569.0,13/1,0,e
7911,16250,20000109,8/12,538.0,26/2,1,e
7912,4052,20000109,25/11,588.0,6/1,0,e
7913,49836,20000109,25/11,588.0,11/1,0,e
7914,4271,20000109,10/12,547.0,2/3,0,p
7915,71214,20000109,14/11,596.0,11/2,0,e
7916,61176,20000109,28/11,565.0,11/1,0,p
7934,43925,20000109,28/12,639.0,11/2,0,e
7941,70066,20000109,2/11,611.0,26/1,0,p
7945,12694,20000109,23/12,604.0,26/2,0,e
7949,35345,20000109,14/12,581.0,12/2,0,p
7951,62961,20000109,9/12,633.0,17/2,0,e
7959,55305,20000109,6/11,706.0,24/2,0,e
7965,30486,20000109,8/11,454.0,26/1,0,e
7969,28214,20000109,17/11,670.0,28/1,0,p
7972,22844,20000109,27/11,622.0,16/1,0,p
7974,41855,20000109,8/11,527.0,9/2,0,e
7980,74234,20000109,14/11,565.0,10/1,0,e
7984,34414,20000109,9/11,658.0,21/1,0,e
7988,79227,20000109,28/11,751.0,17/1,0,p
7989,32283,20000109,28/11,352.0,13/2,1,e
7992,66510,20000110,14/11,199.0,27/1,0,e
8002,43646,20000110,27/12,207.0,28/2,0,e
8008,32863,20000110,18/11,192.0,22/1,0,e
8013,4140,20000110,28/12,186.0,11/2,0,e
8038,50615,20000110,3/12,315.0,27/2,0,e
8041,47051,20000110,19/11,260.0,15/2,0,e
8042,77752,20000110,24/11,288.0,2/1,0,p
8047,72308,20000110,4/11,226.0,26/2,0,e
8056,54101,20000110,2/12,180.0,25/3,0,p
8062,32956,20000111,21/12,94.0,17/2,0,p
8063,73962,20000111,23/12,137.0,26/3,0,e
8067,48894,20000111,7/11,106.0,11/1,0,e
8071,48917,20000111,21/11,81.0,11/2,0,e
8078,40050,20000111,6/12,101.0,15/2,0,e
8084,77882,20000111,27/12,76.0,18/2,0,e
8085,4310,20000111,11/11,135.0,8/1,0,e
8089,60589,20000111,14/11,109.0,24/1,0,e
8106,62578,20000112,22/11,552.0,9/1,0,e
8116,10104,20000112,2/12,540.0,13/3,0,e
8128,36158,20000112,14/12,471.0,28/2,0,e
8133,60780,20000112,8/12,513.0,26/3,0,e
8146,64231,20000112,7/12,565.0,13/3,0,e
8147,40917,20000112,14/11,516.0,15/2,0,e
8150,9617,20000112,4/12,499.0,9/2,0,e
8164,26039,20000112,27/11,508.0,2/2,0,e
8168,23840,20000112,27/11,441.0,6/1,0,e
8169,28020,20000112,28/11,542.0,16/2,0,e
8173,67331,20000112,6/11,438.0,11/1,0,e
8176,48700,20000112,5/12,418.0,15/2,0,e
8184,70782,20000112,9/11,472.0,28/2,0,e
8188,37100,20000112,4/11,534.0,9/2,0,e
8208,66548,20000112,21/12,553.0,12/2,0,e
8218,12637,20000112,3/12,541.0,14/3,0,e
8228,31307,20000112,8/11,558.0,12/1,0,p
8233,54763,20000112,13/12,446.0,18/1,0,e
8242,42900,20000112,20/11,453.0,12/1,0,p
8251,810,20000112,16/11,481.0,11/1,0,e
8252,7262,20000112,8/11,583.0,15/2,0,e
8260,23115,20000112,21/11,432.0,27/1,0,e
8262,17430,20000112,8/10,518.0,2/1,0,e
8263,52163,20000112,2/11,508.0,24/2,0,e
8264,65274,20000112,5/12,379.0,17/3,0,e
8267,50003,20000112,7/11,448.0,20/1,0,e
8268,72191,20000112,14/11,471.0,24/1,0,e
8269,72249,20000113,13/11,67.0,24/1,0,e
8271,20935,20000113,9/12,63.0,1/3,0,e
8276,19750,20000113,12/12,77.0,28/2,0,e
8277,6507,20000113,18/11,51.0,28/1,0,e
8286,71478,20000113,28/12,81.0,27/2,0,e
8293,3593,20000113,14/11,82.0,21/2,1,p
8296,10224,20000113,16/11,75.0,26/1,0,e
8301,58996,20000113,9/11,81.0,25/2,0,e
8306,7703,20000114,27/11,229.0,25/2,0,e
8312,34820,20000114,6/11,241.0,1/1,0,e
8313,4534,20000114,18/12,178.0,8/3,0,e
8321,7589,20000114,27/12,169.0,24/1,0,e
8322,2188,20000114,28/10,200.0,21/1,1,e
8326,23330,20000114,9/12,211.0,28/3,0,e
8331,71761,20000114,27/12,206.0,17/2,0,p
8332,70158,20000114,21/11,180.0,16/1,0,e
8336,77720,20000114,12/12,163.0,24/2,0,e
8338,24732,20000114,5/10,224.0,18/1,0,e
8339,47828,20000114,9/12,160.0,26/2,0,p
8341,38699,20000114,5/12,191.0,28/2,0,e
8342,66261,20000114,6/12,250.0,27/3,0,p
8343,1298,20000114,10/12,150.0,15/2,0,p
8345,48495,20000114,2/11,183.0,10/2,0,e
8359,16974,20000114,8/11,170.0,9/1,0,e
8363,40219,20000114,4/11,217.0,1/1,0,e
8368,4758,20000114,12/12,203.0,21/1,0,e
8373,2013,20000114,26/12,186.0,5/2,0,p
8375,57039,20000114,27/12,255.0,12/2,0,e
8377,37132,20000114,22/11,250.0,11/2,0,e
8386,48839,20000115,14/11,135.0,13/2,0,e
8405,26196,20000115,2/12,136.0,13/3,0,e
8412,12572,20000115,21/11,150.0,12/1,0,e
8414,66595,20000115,17/11,116.0,2/1,0,e
8416,37918,20000115,23/12,118.0,27/3,0,e
8417,42891,20000115,25/11,144.0,11/2,0,p
8431,45804,20000115,20/12,90.0,6/3,0,e
8432,9951,20000115,27/12,134.0,2/1,0,e
8445,21442,20000115,5/11,107.0,15/1,0,e
8449,55211,20000115,17/12,102.0,26/3,0,p
8450,61754,20000115,14/11,143.0,25/2,0,e
8453,57870,20000115,18/12,119.0,12/3,0,e
8456,44972,20000115,5/12,108.0,8/3,0,e
8461,13422,20000115,11/12,116.0,26/1,0,e
8463,78203,20000115,21/11,125.0,28/2,0,e
8467,5119,20000116,4/12,144.0,15/2,0,e
8473,43532,20000116,27/12,141.0,5/2,0,e
8475,45464,20000116,28/11,176.0,16/1,0,e
8476,20485,20000116,17/12,100.0,26/3,0,e
8480,69155,20000116,27/11,127.0,24/1,0,e
8481,44209,20000116,19/11,115.0,7/1,0,p
8496,31775,20000116,13/12,131.0,25/3,0,e
8498,29289,20000116,28/11,168.0,9/2,0,e
8509,26960,20000116,14/11,167.0,15/1,0,p
8516,20644,20000116,27/11,140.0,27/1,0,e
8518,11394,20000116,7/11,135.0,19/2,0,e
8519,67306,20000116,13/11,166.0,18/1,0,e
8528,45805,20000116,14/11,118.0,15/2,0,e
8530,15748,20000116,11/12,116.0,26/1,0,e
8539,44134,20000117,7/11,84.0,28/2,0,e
8553,32962,20000117,28/11,86.0,21/1,1,e
8556,27875,20000117,25/12,88.0,12/2,0,e
8572,60764,20000118,23/12,106.0,12/1,0,p
8579,75362,20000118,6/12,109.0,6/3,0,e
8580,19081,20000118,26/11,82.0,4/1,0,e
8591,45064,20000118,8/12,99.0,17/3,0,p
8594,9666,20000118,27/11,78.0,26/2,0,e
8614,66768,20000118,18/11,106.0,11/1,0,e
8619,7598,20000118,14/12,122.0,4/2,0,e
8620,23776,20000118,5/11,79.0,27/2,0,e
8621,76997,20000118,2/11,128.0,24/1,0,e
8630,40591,20000118,25/11,121.0,26/1,0,e
8633,20748,20000119,4/11,125.0,18/1,0,p
8639,32520,20000119,7/11,117.0,24/1,0,e
8679,35812,20000119,17/11,149.0,14/1,0,p
8681,33016,20000119,6/12,97.0,25/2,0,e
8683,43274,20000120,11/11,122.0,16/2,0,e
8684,67648,20000120,3/12,136.0,16/2,0,e
8694,73213,20000120,18/10,105.0,26/1,0,e
8709,31808,20000120,4/11,111.0,26/1,0,e
8720,3889,20000120,14/11,100.0,4/1,0,e
8726,67810,20000120,21/12,126.0,5/3,0,e
8727,62723,20000120,10/12,96.0,26/2,0,e
8732,67917,20000120,6/11,98.0,1/1,0,p
8741,24748,20000120,5/11,124.0,13/2,0,e
8746,34952,20000120,7/11,150.0,2/2,0,e
8747,33717,20000120,13/12,91.0,17/3,0,e
8748,31339,20000120,13/11,138.0,15/2,0,p
8749,35357,20000120,17/11,92.0,26/2,0,e
8750,47728,20000120,14/12,116.0,17/3,0,e
8751,56861,20000120,14/11,101.0,26/2,0,e
8754,9165,20000121,8/11,163.0,18/2,1,e
8769,70336,20000121,27/12,134.0,15/3,0,e
8770,63625,20000121,4/12,150.0,26/2,0,e
8771,9994,20000121,4/12,139.0,13/3,0,e
8772,41714,20000121,5/11,116.0,17/1,0,e
8776,5567,20000121,13/12,138.0,13/3,0,e
8780,35278,20000121,9/12,112.0,26/2,0,e
8783,16762,20000121,12/12,103.0,16/2,0,e
8784,66852,20000121,4/12,167.0,11/2,0,e
8788,64542,20000121,9/11,138.0,24/1,0,e
8792,23509,20000121,28/12,136.0,25/2,0,e
8794,1010,20000121,4/12,153.0,15/2,1,e
8796,34915,20000121,8/11,122.0,15/1,0,p
8799,37701,20000121,9/12,125.0,17/2,0,e
8811,43019,20000121,8/12,147.0,16/3,0,p
8812,54349,20000121,27/11,119.0,7/1,0,e
8813,43016,20000121,17/12,147.0,24/2,0,e
8814,59302,20000121,6/11,102.0,25/1,0,e
8817,1138,20000121,17/11,112.0,28/2,0,e
8822,50490,20000121,12/11,88.0,28/2,0,e
8837,66715,20000121,7/12,142.0,14/2,0,p
8839,73785,20000121,16/11,162.0,26/2,0,e
8857,42472,20000121,2/11,119.0,26/1,0,p
8862,34883,20000121,14/11,125.0,5/2,0,e
8864,20054,20000122,5/10,288.0,26/1,0,e
8871,12234,20000122,27/11,324.0,24/2,0,p
8873,43005,20000122,9/12,414.0,4/2,0,e
8875,1663,20000122,21/11,324.0,20/2,0,p
8876,39653,20000122,26/11,315.0,8/2,0,e
8879,51031,20000122,19/11,254.0,9/1,0,e
8880,57926,20000122,28/11,377.0,4/1,0,e
8889,74922,20000122,17/11,379.0,16/1,0,e
8908,58950,20000122,17/11,363.0,1/1,0,e
8914,8506,20000122,19/11,430.0,26/2,0,e
8919,29059,20000122,5/11,260.0,12/1,0,e
8925,64288,20000122,17/11,286.0,26/2,0,e
8926,74831,20000122,19/11,342.0,25/1,0,e
8930,19114,20000122,7/11,361.0,27/1,0,e
8946,25180,20000123,18/11,399.0,28/2,0,e
8948,3922,20000123,17/12,431.0,27/2,0,p
8949,73252,20000123,14/12,526.0,11/2,0,e
8954,5005,20000123,17/12,331.0,26/2,0,e
8975,45539,20000123,25/12,403.0,26/3,0,p
8980,508,20000123,18/11,383.0,28/1,0,p
8989,251,20000123,6/11,474.0,11/2,0,p
8993,12064,20000123,14/12,359.0,1/1,0,e
9001,35986,20000123,6/11,541.0,24/2,0,e
9008,48778,20000123,2/11,590.0,24/1,0,e
9027,40796,20000123,14/12,460.0,15/2,0,p
9032,829,20000123,4/12,458.0,13/1,0,e
9038,2576,20000123,28/11,317.0,10/2,0,p
9039,69540,20000123,14/12,481.0,12/2,0,e
9044,23308,20000123,4/11,283.0,12/2,0,e
9051,79088,20000123,18/11,431.0,5/2,0,p
9052,39779,20000123,28/12,376.0,10/2,0,e
9058,73295,20000123,8/11,464.0,21/1,1,p
9059,57728,20000123,26/11,296.0,26/1,0,e
9061,29771,20000124,7/12,84.0,16/2,0,e
9062,34092,20000124,6/12,89.0,6/2,0,e
9067,25588,20000124,27/11,105.0,15/2,0,e
9071,20580,20000124,4/12,98.0,26/2,0,e
9077,10561,20000124,11/12,92.0,13/2,0,e
9085,1084,20000124,9/11,115.0,11/1,0,e
9090,25920,20000124,8/11,88.0,25/2,0,e
9094,44824,20000124,6/11,71.0,15/1,0,p
9104,40888,20000124,17/12,63.0,10/3,0,e
9106,42322,20000124,3/10,72.0,26/1,0,p
9108,18062,20000124,2/12,86.0,26/2,0,e
9121,29552,20000124,8/11,104.0,16/1,1,e
9122,18452,20000124,17/12,96.0,26/3,0,e
9137,48066,20000124,4/12,82.0,11/1,0,e
9145,73379,20000124,18/11,100.0,25/1,0,e
9147,44211,20000124,4/12,101.0,2/3,0,e
9161,5544,20000124,17/11,99.0,14/1,0,p
9164,59869,20000124,10/11,98.0,14/1,0,e
9165,24397,20000124,3/12,91.0,21/2,0,e
9186,20,20000124,28/11,93.0,11/2,0,e
9194,60512,20000124,19/11,113.0,11/1,0,e
9197,17723,20000124,3/12,80.0,28/2,0,e
9206,60179,20000125,28/12,86.0,1/3,0,e
9207,8558,20000125,8/12,96.0,24/2,0,e
9208,57310,20000125,9/10,118.0,9/1,0,e
9213,55870,20000125,13/12,131.0,14/1,0,e
9220,39283,20000125,28/12,87.0,1/3,0,e
9224,67749,20000125,9/11,120.0,28/1,0,e
9229,65267,20000125,28/12,103.0,11/1,0,e
9232,28224,20000125,18/10,91.0,3/1,0,e
9236,68284,20000125,4/11,90.0,28/2,0,e
9246,2669,20000125,28/12,103.0,4/2,0,e
9254,65425,20000125,3/12,88.0,27/1,0,e
9259,62390,20000125,17/11,114.0,12/1,0,e
9264,4003,20000125,9/11,104.0,28/2,0,e
9271,17401,20000125,8/11,116.0,28/1,0,e
9279,14300,20000125,8/11,86.0,26/1,0,p
9283,41233,20000125,16/11,106.0,8/2,0,p
9286,61375,20000125,9/11,106.0,25/1,0,p
9298,75825,20000125,27/11,123.0,14/1,0,e
9300,15107,20000125,11/12,103.0,2/3,0,e
9303,36935,20000125,9/11,128.0,11/2,0,e
9304,36428,20000125,28/11,89.0,27/2,0,e
9305,51681,20000125,25/11,76.0,26/2,0,e
9319,29772,20000125,9/12,118.0,4/3,0,e
9327,14868,20000125,8/12,105.0,13/2,0,p
9328,65702,20000125,27/12,102.0,21/3,0,e
9336,569,20000126,17/11,112.0,27/2,0,e
9351,58244,20000126,4/11,115.0,1/1,1,e
9359,32977,20000126,8/11,128.0,24/2,0,p
9362,30540,20000126,14/10,126.0,13/1,0,e
9365,66736,20000126,6/11,157.0,18/1,0,e
9373,42616,20000126,8/11,125.0,26/1,0,p
9377,9411,20000126,18/11,160.0,13/1,0,e
9391,28856,20000126,27/11,156.0,27/2,0,p
9398,48289,20000126,27/12,146.0,16/2,0,p
9403,56092,20000126,4/11,125.0,15/1,1,e
9409,26660,20000126,18/12,177.0,15/2,1,e
9410,11980,20000126,18/12,99.0,27/1,0,e
9412,17129,20000126,27/12,111.0,28/2,0,e
9425,50346,20000126,26/11,157.0,26/1,0,e
9427,54038,20000126,16/11,168.0,16/1,0,p
9433,58896,20000126,27/12,134.0,16/2,0,e
9446,43890,20000126,4/11,165.0,28/1,0,p
9449,62836,20000126,16/12,179.0,21/3,0,e
9461,49815,20000127,9/12,169.0,16/2,0,e
9466,61035,20000127,14/11,127.0,16/2,0,p
9474,6396,20000127,9/11,188.0,17/1,0,e
9475,65301,20000127,4/11,172.0,12/2,0,e
9480,12348,20000127,28/12,195.0,11/2,0,e
9485,17703,20000127,13/12,187.0,11/2,0,e
9487,74275,20000127,8/12,178.0,11/2,0,e
9490,57854,20000128,26/12,122.0,12/3,0,e
9497,9733,20000128,23/11,110.0,26/1,0,e
9504,58883,20000128,19/11,99.0,21/2,0,p
9507,4950,20000128,17/11,127.0,13/2,0,e
9519,33537,20000128,21/11,99.0,11/2,0,e
9528,5829,20000128,27/12,84.0,27/2,0,e
9530,1312,20000128,13/12,130.0,28/3,0,e
9544,44687,20000129,18/11,131.0,21/2,1,p
9546,5422,20000129,11/11,101.0,12/1,0,e
9548,76977,20000129,5/12,105.0,11/2,0,e
9553,35756,20000129,18/11,112.0,26/2,0,e
9557,1626,20000129,7/12,109.0,13/2,0,e
9566,41269,20000129,7/11,98.0,2/1,0,e
9573,4109,20000129,3/12,78.0,28/3,0,e
9577,20084,20000129,7/11,90.0,15/1,0,p
9579,5932,20000129,5/12,119.0,14/3,0,e
9580,77325,20000129,20/12,83.0,26/2,0,e
9582,15834,20000129,4/11,103.0,13/1,0,e
9583,20753,20000129,3/11,126.0,3/1,0,e
9585,79502,20000129,9/12,126.0,15/2,0,p
9588,27775,20000129,9/12,115.0,11/2,0,e
9595,69724,20000129,16/11,125.0,1/1,0,e
9596,12076,20000129,14/11,92.0,25/1,0,p
9602,60552,20000129,6/11,96.0,13/2,1,e
9609,33638,20000129,16/11,118.0,24/2,0,p
9614,79298,20000129,28/11,110.0,27/2,0,p
9620,76234,20000129,5/11,144.0,12/1,0,e
9622,614,20000129,19/12,125.0,8/3,0,e
9623,19105,20000129,14/12,119.0,14/3,0,e
9630,63514,20000129,28/12,139.0,6/2,0,e
9631,42515,20000129,8/11,79.0,18/2,0,e
9636,67574,20000129,19/11,120.0,26/2,0,e
9637,58538,20000129,23/11,94.0,24/2,0,e
9642,13010,20000130,27/12,121.0,25/1,0,p
9645,37651,20000130,9/12,144.0,26/3,0,e
9650,16017,20000130,21/12,142.0,15/2,0,p
9656,34868,20000130,23/12,140.0,27/2,0,e
9661,52307,20000130,10/11,101.0,27/2,0,p
9671,1613,20000130,27/12,116.0,14/2,0,e
9677,26787,20000130,19/12,108.0,17/3,0,p
9681,47759,20000130,2/11,140.0,20/2,0,p
9688,73188,20000130,28/11,114.0,26/1,0,e
9690,19258,20000130,2/12,115.0,28/1,0,e
9700,34859,20000130,9/11,115.0,15/1,0,e
9705,37340,20000130,5/12,109.0,3/1,0,p
9707,62463,20000130,27/10,122.0,16/1,0,e
9734,69320,20000130,2/11,109.0,28/2,0,e
9735,31523,20000130,7/11,119.0,19/1,0,e
9752,49574,20000130,28/10,156.0,27/1,0,e
9756,13847,20000130,28/11,111.0,21/1,0,p
9757,48993,20000130,27/11,144.0,28/1,0,e
9761,25570,20000130,25/12,123.0,12/3,0,p
9769,68273,20000131,12/12,359.0,19/3,0,e
9772,14244,20000131,18/11,338.0,26/2,0,p
9775,64782,20000131,3/12,359.0,26/2,0,e
9776,47851,20000131,8/12,414.0,28/3,0,e
9778,22273,20000131,27/11,357.0,14/1,0,e
9785,41129,20000131,13/12,381.0,15/1,0,e
9787,2745,20000131,22/11,410.0,1/1,0,e
9788,50434,20000131,6/11,329.0,27/2,0,e
9795,72358,20000131,5/11,392.0,21/2,0,e
9797,64089,20000131,26/11,347.0,28/1,1,e
9798,49856,20000131,4/11,341.0,12/1,0,e
9808,6677,20000131,6/11,231.0,13/2,0,p
9811,55834,20000131,11/12,327.0,14/3,0,p
9812,56829,20000131,21/11,412.0,11/1,0,p
9815,71669,20000131,26/11,371.0,14/1,0,e
9822,42623,20000131,3/11,432.0,26/1,0,p
9823,43472,20000131,3/12,337.0,26/3,0,e
9833,19254,20000131,5/12,330.0,13/2,0,e
9840,48089,20000131,3/11,224.0,11/1,0,e
9849,52892,20000131,1/11,475.0,24/2,0,e
9860,66010,20000131,12/11,270.0,26/2,0,e
9864,50752,20000131,27/11,368.0,15/2,0,p
9868,63922,20000131,11/11,407.0,11/1,0,e
9870,77284,20000131,4/11,346.0,1/2,0,e
9874,3119,20000131,9/11,394.0,24/2,0,e
9884,28521,20000131,20/11,384.0,27/2,0,p
9902,75972,20000132,8/12,657.0,26/2,0,p
9905,41402,20000132,10/11,468.0,25/1,0,e
9906,61523,20000132,18/12,536.0,25/3,0,p
9911,3823,20000132,14/11,512.0,24/1,0,e
9920,60098,20000132,4/11,506.0,12/2,0,e
9925,79530,20000132,17/10,477.0,28/1,0,e
9929,78347,20000132,27/11,500.0,13/2,0,e
9936,39021,20000132,3/12,372.0,28/1,0,e
9942,39765,20000132,17/11,396.0,15/1,0,e
9952,61751,20000132,28/11,470.0,5/2,0,e
9957,66116,20000132,6/12,351.0,11/3,0,e
9963,66924,20000132,18/11,354.0,26/1,0,p
9981,73373,20000133,16/11,121.0,11/1,0,e
9986,65171,20000133,6/11,104.0,26/1,0,p
9992,33893,20000133,7/11,115.0,18/1,0,p
9997,33393,20000133,17/12,91.0,11/2,0,p
9998,8250,20000133,21/11,116.0,17/1,0,e
10007,54761,20000133,8/11,89.0,21/2,0,e
10014,50990,20000133,12/12,145.0,5/2,0,e
10021,27962,20000133,9/11,132.0,28/2,0,e
10029,32282,20000133,9/12,125.0,16/2,0,p
10033,33883,20000133,6/11,111.0,11/1,0,e
10034,11189,20000133,3/11,127.0,18/2,0,e
10035,37972,20000133,4/11,98.0,15/2,0,p
10036,51448,20000133,25/11,133.0,11/2,0,e
10038,39380,20000133,8/12,120.0,26/2,0,p
10041,35434,20000133,6/11,155.0,28/2,0,e
10046,60456,20000133,8/12,110.0,21/3,0,e
10057,8092,20000134,28/11,341.0,6/2,0,e
10061,31375,20000134,2/12,341.0,2/3,0,p
